time,life-time,size,area,mass,radius
6405,6,7,7,830,3.1622776601683795
6406,19,49,49,824,10.63014581273465
6407,2,2,2,825,1.0
6411,2,2,2,829,1.0
6412,2,2,2,830,1.0
6414,2,2,2,831,1.0
6415,23,87,87,822,13.416407864998739
6417,11,36,26,821,6.4031242374328485
6420,19,81,81,819,9.486832980505138
6423,26,162,105,817,10.198039027185569
6426,27,127,53,820,10.816653826391969
6427,19,64,64,816,8.602325267042627
6429,11,19,19,816,5.656854249492381
6431,17,23,23,808,6.082762530298219
6440,13,35,33,815,5.385164807134504
6441,33,167,155,816,13.038404810405298
6443,1,1,1,818,0.0
6444,3,3,3,819,1.4142135623730951
6448,2,2,2,823,1.0
6453,33,98,72,828,8.06225774829855
6454,1,1,1,829,0.0
6455,8,16,16,827,6.082762530298219
6456,12,28,26,824,4.242640687119285
6460,1,1,1,828,0.0
6463,14,37,37,828,5.385164807134504
6464,5,6,6,828,2.8284271247461903
6465,4,5,5,829,2.23606797749979
6466,1,1,1,830,0.0
6469,11,47,47,825,7.0710678118654755
6475,27,81,61,828,7.280109889280518
6478,22,83,83,826,11.180339887498949
6479,3,3,3,826,1.4142135623730951
6481,3,4,4,828,1.4142135623730951
6486,19,39,39,831,9.055385138137417
6487,4,6,6,832,2.23606797749979
6488,26,79,59,831,10.63014581273465
6489,5,10,10,831,2.8284271247461903
6490,18,75,37,831,6.4031242374328485
6493,12,21,21,834,6.708203932499369
6496,8,17,17,833,3.605551275463989
6499,10,25,25,836,7.0710678118654755
6500,5,8,8,837,2.23606797749979
6501,3,5,5,838,2.0
6506,39,152,152,830,18.027756377319946
6507,9,17,17,831,5.0990195135927845
6508,76,266,69,819,10.770329614269007
6510,5,7,7,818,2.23606797749979
6511,33,132,59,811,10.63014581273465
6512,13,25,25,807,7.810249675906654
6513,2,2,2,808,1.0
6519,2,2,2,812,1.0
6520,1,1,1,812,0.0
6526,1,1,1,818,0.0
6531,2,3,3,823,1.0
6533,1,1,1,825,0.0
6537,11,18,18,828,4.47213595499958
6538,3,3,3,829,2.0
6541,15,46,30,826,5.385164807134504
6542,15,39,39,823,9.055385138137417
6544,2,4,4,824,1.0
6545,2,3,3,825,1.0
6546,2,3,3,826,1.0
6547,15,32,32,826,7.280109889280518
6548,36,189,80,820,11.704699910719626
6549,1,1,1,821,0.0
6550,2,2,2,822,1.0
6552,1,1,1,823,0.0
6554,29,114,114,813,13.038404810405298
6555,2,2,2,813,1.0
6559,42,192,168,809,16.1245154965971
6562,22,107,75,811,10.816653826391969
6563,10,14,14,812,4.47213595499958
6564,1,1,1,812,0.0
6569,2,2,2,817,1.0
6573,1,1,1,820,0.0
6574,13,39,29,811,5.830951894845301
6576,8,14,14,811,6.082762530298219
6581,33,138,134,810,17.0
6586,5,8,6,814,2.0
6587,1,1,1,815,0.0
6594,28,89,81,816,11.661903789690601
6595,13,45,45,816,5.0990195135927845
6598,7,10,10,818,4.47213595499958
6604,9,14,14,824,5.0
6606,16,37,33,826,6.082762530298219
6608,28,95,95,822,13.45362404707371
6615,12,35,35,829,7.280109889280518
6617,18,55,55,824,9.219544457292887
6618,36,106,90,818,9.433981132056603
6620,4,5,5,818,2.23606797749979
6627,1,1,1,824,0.0
6628,3,3,3,825,1.4142135623730951
6629,26,58,58,822,12.041594578792296
6630,2,2,2,823,1.0
6631,1,1,1,823,0.0
6633,1,1,1,824,0.0
6634,24,133,84,818,10.816653826391969
6638,1,1,1,822,0.0
6642,10,33,27,826,5.385164807134504
6645,11,24,24,824,6.4031242374328485
6648,4,4,4,825,2.23606797749979
6651,7,13,13,828,3.1622776601683795
6652,6,12,12,827,5.0
6654,10,25,21,829,4.242640687119285
6655,5,12,12,830,2.8284271247461903
6657,32,288,89,830,13.0
6663,2,3,3,836,1.0
6664,6,8,8,834,2.23606797749979
6667,13,28,28,836,8.602325267042627
6669,36,150,90,831,9.433981132056603
6673,2,3,3,835,1.0
6675,9,11,11,834,3.605551275463989
6677,19,41,41,831,7.211102550927978
6679,2,3,3,831,1.0
6682,1,1,1,834,0.0
6683,4,6,6,832,2.23606797749979
6686,19,54,40,832,9.219544457292887
6687,11,16,16,831,6.708203932499369
6688,3,3,3,832,1.4142135623730951
6689,3,4,4,832,1.4142135623730951
6691,3,4,4,833,2.0
6694,34,251,151,836,13.92838827718412
6695,2,2,2,835,1.0
6697,2,2,2,837,1.0
6703,65,341,177,821,21.400934559032695
6705,20,74,62,823,9.433981132056603
6706,1,1,1,824,0.0
6707,1,1,1,825,0.0
6708,3,3,3,826,1.4142135623730951
6709,16,49,45,826,7.280109889280518
6710,7,11,11,827,2.23606797749979
6714,25,53,53,826,10.0
6715,8,21,21,827,5.0990195135927845
6717,7,12,12,829,4.0
6719,20,58,32,827,4.47213595499958
6720,1,1,1,828,0.0
6722,4,5,5,828,2.23606797749979
6723,5,11,11,829,2.8284271247461903
6724,1,1,1,830,0.0
6725,1,1,1,831,0.0
6727,21,49,49,828,8.48528137423857
6732,43,169,141,824,13.038404810405298
6734,10,24,24,824,5.385164807134504
6735,3,3,3,825,1.4142135623730951
6737,22,48,36,825,9.219544457292887
6739,4,12,12,827,3.0
6740,5,6,6,825,2.0
6741,2,2,2,826,1.0
6742,14,62,56,818,8.06225774829855
6748,20,31,31,818,6.4031242374328485
6750,43,144,144,818,13.601470508735444
6754,13,48,36,819,7.810249675906654
6755,47,211,135,816,11.704699910719626
6760,5,8,6,821,1.4142135623730951
6761,13,32,30,813,5.0
6762,1,1,1,814,0.0
6765,14,34,32,815,6.082762530298219
6767,13,28,28,817,5.830951894845301
6768,11,26,26,813,6.324555320336759
6774,19,114,94,818,11.180339887498949
6775,38,167,167,815,12.529964086141668
6776,3,3,3,816,2.0
6777,1,1,1,817,0.0
6779,7,17,17,817,3.1622776601683795
6782,2,2,2,820,1.0
6783,15,46,42,817,7.280109889280518
6784,2,2,2,817,1.0
6786,1,1,1,819,0.0
6788,1,1,1,821,0.0
6790,4,5,5,823,2.23606797749979
6791,40,145,141,818,15.524174696260024
6792,2,2,2,818,1.0
6798,5,6,6,824,1.4142135623730951
6799,3,3,3,825,2.0
6800,4,11,11,824,2.23606797749979
6803,5,6,6,823,3.1622776601683795
6804,1,1,1,823,0.0
6805,28,96,90,824,9.219544457292887
6807,5,9,9,826,3.1622776601683795
6809,10,19,19,827,6.0
6813,1,1,1,831,0.0
6815,13,40,22,827,5.0
6817,6,10,10,829,3.605551275463989
6818,30,132,132,828,14.560219778561036
6822,6,9,9,831,2.23606797749979
6823,4,4,4,832,2.23606797749979
6825,9,27,19,834,5.0990195135927845
6827,1,1,1,836,0.0
6829,46,335,91,826,13.341664064126334
6833,13,44,44,820,8.246211251235321
6834,3,3,3,821,2.0
6843,22,77,77,824,11.0
6845,40,223,85,808,14.866068747318506
6847,23,67,67,809,9.219544457292887
6852,2,2,2,814,1.0
6855,40,123,107,813,14.142135623730951
6865,34,138,138,819,17.46424919657298
6866,2,2,2,820,1.0
6867,22,57,57,821,8.54400374531753
6872,7,20,16,826,4.47213595499958
6874,4,6,6,828,1.4142135623730951
6876,1,1,1,829,0.0
6877,7,14,14,828,4.123105625617661
6878,3,5,5,829,2.0
6881,29,85,85,832,14.560219778561036
6882,2,2,2,833,1.0
6883,2,2,2,832,1.0
6884,24,63,61,829,9.486832980505138
6885,18,41,39,830,10.295630140987
6887,12,33,29,832,5.385164807134504
6889,3,5,5,831,2.0
6892,28,78,70,832,7.810249675906654
6894,16,48,48,829,8.06225774829855
6901,9,25,15,835,3.1622776601683795
6902,3,6,6,836,2.0
6905,3,3,3,839,1.4142135623730951
6909,1,1,1,843,0.0
6915,14,35,35,849,7.0710678118654755
6917,2,2,2,851,1.0
6918,17,46,44,849,9.848857801796104
6919,2,2,2,850,1.0
6921,43,190,190,833,16.76305461424021
6924,6,16,12,834,2.23606797749979
6925,10,21,21,835,4.47213595499958
6926,25,112,112,832,11.313708498984761
6927,17,33,33,829,7.615773105863909
6928,2,2,2,829,1.0
6933,4,4,4,833,2.23606797749979
6936,11,25,25,833,5.0990195135927845
6937,24,128,128,820,10.44030650891055
6938,60,476,93,819,11.313708498984761
6939,2,3,3,820,1.0
6940,3,3,3,821,1.4142135623730951
6945,1,1,1,825,0.0
6948,3,7,7,828,2.0
6949,7,17,17,822,4.47213595499958
6950,2,2,2,820,1.0
6951,6,9,9,819,2.23606797749979
6952,7,18,18,820,3.605551275463989
6953,5,6,6,821,2.23606797749979
6959,4,6,6,824,2.23606797749979
6961,34,182,77,821,10.63014581273465
6964,20,70,68,821,8.246211251235321
6972,4,7,7,829,2.0
6976,5,7,7,833,2.23606797749979
6978,6,14,14,830,2.8284271247461903
6980,4,6,6,830,2.23606797749979
6982,20,91,41,826,6.4031242374328485
6983,2,3,3,827,1.0
6985,1,1,1,829,0.0
6986,57,240,106,823,13.038404810405298
6989,9,21,21,818,5.0990195135927845
6990,7,15,15,817,5.0990195135927845
6991,5,7,7,816,2.8284271247461903
6994,18,52,38,817,7.280109889280518
6996,8,19,19,815,5.385164807134504
7000,2,3,3,817,1.0
7001,10,19,17,816,3.1622776601683795
7003,19,38,30,818,5.0
7004,1,1,1,819,0.0
7005,1,1,1,820,0.0
7006,14,51,51,815,7.211102550927978
7008,5,8,8,817,2.23606797749979
7009,6,8,8,815,2.23606797749979
7010,11,42,26,813,5.656854249492381
7011,7,14,12,811,2.23606797749979
7013,8,19,19,810,3.605551275463989
7015,37,253,88,806,11.313708498984761
7017,39,123,87,806,14.7648230602334
7018,13,18,18,807,5.0
7020,11,34,18,807,4.47213595499958
7022,2,2,2,808,1.0
7025,1,1,1,811,0.0
7027,2,2,2,813,1.0
7039,16,44,30,823,5.0
7041,11,25,19,824,4.47213595499958
7042,1,1,1,825,0.0
7045,1,1,1,828,0.0
7046,5,10,10,826,3.1622776601683795
7055,2,2,2,834,1.0
7059,5,6,6,836,2.23606797749979
7060,32,93,93,830,10.04987562112089
7061,16,27,27,828,4.47213595499958
7067,1,1,1,833,0.0
7068,1,1,1,834,0.0
7070,32,145,145,820,15.231546211727817
7073,1,1,1,822,0.0
7080,14,38,38,829,7.615773105863909
7083,12,33,25,828,5.0
7085,9,21,21,826,5.830951894845301
7089,28,117,117,827,11.40175425099138
7092,8,10,10,830,3.1622776601683795
7095,8,9,9,833,3.605551275463989
7098,35,155,53,832,7.280109889280518
7100,14,26,26,827,5.0990195135927845
7102,6,8,8,822,3.1622776601683795
7103,4,4,4,823,1.4142135623730951
7107,12,35,35,823,5.830951894845301
7110,3,4,4,823,2.0
7112,3,3,3,823,1.4142135623730951
7114,1,1,1,825,0.0
7115,54,206,206,811,18.027756377319946
7117,16,61,61,813,9.055385138137417
7123,9,19,19,817,3.605551275463989
7124,16,95,44,811,7.211102550927978
7125,1,1,1,812,0.0
7129,39,156,136,806,12.083045973594572
7131,2,2,2,807,1.0
7138,2,2,2,814,1.0
7139,4,4,4,814,2.23606797749979
7142,1,1,1,817,0.0
7146,3,3,3,821,1.4142135623730951
7147,41,138,138,818,20.0
7154,23,82,74,822,9.0
7157,12,31,31,825,7.280109889280518
7159,24,142,140,820,15.0
7162,38,151,127,817,11.0
7168,15,64,64,820,7.810249675906654
7170,39,177,177,818,18.681541692269406
7171,1,1,1,819,0.0
7172,9,11,11,817,3.1622776601683795
7173,5,5,5,818,3.1622776601683795
7174,19,37,37,816,8.54400374531753
7181,28,106,106,823,12.806248474865697
7186,10,27,27,822,7.280109889280518
7190,1,1,1,826,0.0
7192,9,18,18,824,5.0
7195,16,27,27,818,5.0
7196,1,1,1,819,0.0
7197,2,2,2,820,1.0
7198,28,76,76,812,10.816653826391969
7201,3,3,3,815,1.4142135623730951
7203,5,6,6,817,1.4142135623730951
7207,31,117,113,820,9.486832980505138
7208,29,181,81,815,14.317821063276353
7210,3,4,4,817,1.4142135623730951
7211,3,5,5,817,2.0
7212,1,1,1,818,0.0
7214,14,29,29,820,8.246211251235321
7217,2,2,2,823,1.0
7220,2,2,2,826,1.0
7224,36,244,186,815,12.806248474865697
7225,56,163,153,804,17.26267650163207
7226,3,3,3,802,2.0
7227,2,2,2,802,1.0
7229,25,97,71,802,6.324555320336759
7233,18,120,88,802,11.180339887498949
7234,8,16,16,803,5.0990195135927845
7235,10,18,18,799,4.47213595499958
7236,4,8,8,796,2.23606797749979
7238,8,20,20,798,4.47213595499958
7240,39,112,112,800,15.297058540778355
7242,7,10,10,800,2.8284271247461903
7244,10,18,18,800,4.47213595499958
7248,14,25,25,804,6.082762530298219
7249,5,6,6,805,2.8284271247461903
7252,3,3,3,808,1.4142135623730951
7253,1,1,1,809,0.0
7255,2,2,2,810,1.0
7257,33,122,122,806,14.866068747318506
7259,21,61,61,808,11.40175425099138
7262,10,19,19,811,5.0990195135927845
7264,2,2,2,813,1.0
7267,15,32,32,814,6.324555320336759
7268,6,9,9,814,2.23606797749979
7270,2,3,3,816,1.0
7272,5,5,5,815,3.1622776601683795
7275,1,1,1,817,0.0
7277,1,1,1,818,0.0
7279,6,10,8,817,2.23606797749979
7281,41,176,89,815,12.083045973594572
7282,6,14,14,814,3.605551275463989
7288,6,8,8,818,3.605551275463989
7291,1,1,1,821,0.0
7293,11,18,18,822,5.385164807134504
7294,27,65,63,822,7.280109889280518
7301,3,3,3,825,2.0
7303,16,68,68,826,8.246211251235321
7304,1,1,1,826,0.0
7305,2,2,2,827,1.0
7306,2,2,2,828,1.0
7309,2,4,4,831,1.0
7310,22,52,52,832,9.433981132056603
7313,7,11,11,835,5.0990195135927845
7319,33,77,77,830,10.198039027185569
7323,9,14,14,834,6.0
7327,29,55,55,830,8.602325267042627
7331,14,34,34,829,4.47213595499958
7334,6,11,11,832,2.23606797749979
7340,18,48,48,831,7.211102550927978
7341,1,1,1,832,0.0
7342,3,3,3,833,1.4142135623730951
7344,20,46,46,829,9.219544457292887
7346,37,219,219,826,14.142135623730951
7347,2,2,2,825,1.0
7348,49,218,120,822,12.083045973594572
7349,44,139,133,817,12.206555615733702
7351,1,1,1,818,0.0
7352,66,367,101,802,17.46424919657298
7353,11,18,18,800,8.246211251235321
7362,9,23,23,807,5.385164807134504
7363,1,1,1,808,0.0
7365,1,1,1,810,0.0
7366,42,119,97,808,12.083045973594572
7368,13,40,40,807,7.211102550927978
7369,20,51,49,803,10.04987562112089
7373,11,15,15,807,5.0990195135927845
7374,3,3,3,808,1.4142135623730951
7375,4,4,4,809,1.4142135623730951
7383,5,8,8,812,3.1622776601683795
7384,18,47,39,813,7.810249675906654
7387,17,66,66,814,7.810249675906654
7390,6,7,7,817,2.23606797749979
7392,10,23,23,813,7.0710678118654755
7404,29,95,95,821,13.601470508735444
7405,2,2,2,820,1.0
7406,3,5,5,819,1.4142135623730951
7407,1,1,1,819,0.0
7410,31,85,85,819,14.142135623730951
7411,2,2,2,820,1.0
7414,2,2,2,823,1.0
7417,1,1,1,826,0.0
7419,3,4,4,828,1.4142135623730951
7420,42,225,91,820,11.313708498984761
7423,2,2,2,823,1.0
7424,32,80,78,820,11.313708498984761
7425,1,1,1,821,0.0
7426,30,79,79,818,17.029386365926403
7431,4,4,4,823,2.23606797749979
7433,35,88,88,813,12.649110640673518
7434,15,54,36,810,7.810249675906654
7435,4,7,7,809,2.23606797749979
7438,6,11,11,812,3.605551275463989
7439,26,94,94,809,14.212670403551895
7444,30,69,69,812,10.44030650891055
7448,2,2,2,814,1.0
7451,42,187,88,811,10.816653826391969
7452,8,13,13,812,4.123105625617661
7453,36,67,39,813,6.082762530298219
7454,1,1,1,814,0.0
7456,3,4,4,815,2.0
7462,1,1,1,820,0.0
7463,14,18,18,814,7.280109889280518
7468,9,26,26,816,6.082762530298219
7470,1,1,1,818,0.0
7476,3,4,4,824,2.0
7477,1,1,1,824,0.0
7481,13,22,22,828,6.324555320336759
7485,9,24,16,828,4.123105625617661
7487,42,192,192,827,19.235384061671343
7489,1,1,1,828,0.0
7491,5,5,5,830,3.1622776601683795
7493,10,23,23,832,6.4031242374328485
7496,6,10,10,832,3.605551275463989
7498,1,1,1,833,0.0
7499,35,127,127,832,16.15549442140351
7501,3,3,3,834,1.4142135623730951
7503,2,2,2,836,1.0
7504,59,217,147,829,16.1245154965971
7505,20,43,43,823,12.083045973594572
7507,13,25,25,821,4.47213595499958
7511,21,39,39,823,8.06225774829855
7512,1,1,1,824,0.0
7513,3,5,5,825,1.4142135623730951
7514,48,196,104,821,8.48528137423857
7515,19,38,38,822,9.433981132056603
7518,22,80,54,819,10.770329614269007
7520,19,69,69,819,7.280109889280518
7522,1,1,1,821,0.0
7523,8,11,11,822,3.605551275463989
7525,2,2,2,823,1.0
7531,2,2,2,827,1.0
7533,52,140,140,818,10.0
7534,9,16,16,816,5.0990195135927845
7536,3,3,3,817,1.4142135623730951
7540,30,115,107,818,14.035668847618199
7547,2,2,2,825,1.0
7548,7,13,13,823,4.47213595499958
7550,4,6,6,824,2.23606797749979
7553,4,5,5,824,2.0
7561,34,127,127,826,14.866068747318506
7563,15,46,24,819,5.656854249492381
7564,15,41,29,817,6.708203932499369
7568,21,74,72,821,8.246211251235321
7570,1,1,1,822,0.0
7571,31,112,112,818,14.035668847618199
7573,3,3,3,819,1.4142135623730951
7574,10,24,24,820,6.708203932499369
7576,1,1,1,822,0.0
7579,1,1,1,825,0.0
7581,6,7,7,827,2.23606797749979
7585,31,152,132,820,14.142135623730951
7587,3,4,4,820,1.4142135623730951
7591,1,1,1,824,0.0
7592,2,2,2,823,1.0
7593,25,164,114,819,12.083045973594572
7599,2,2,2,825,1.0
7602,9,20,12,825,3.1622776601683795
7603,5,9,9,826,2.8284271247461903
7607,18,50,50,830,7.211102550927978
7608,1,1,1,831,0.0
7610,17,66,40,822,5.830951894845301
7613,1,1,1,824,0.0
7616,40,269,72,824,11.180339887498949
7617,1,1,1,824,0.0
7620,2,2,2,825,1.0
7622,4,5,5,827,1.4142135623730951
7625,1,1,1,829,0.0
7629,13,36,34,829,4.242640687119285
7630,2,2,2,828,1.0
7637,2,2,2,835,1.0
7639,13,51,32,828,4.47213595499958
7643,2,2,2,832,1.0
7645,2,2,2,834,1.0
7646,37,140,140,827,14.560219778561036
7647,12,24,24,827,7.211102550927978
7648,1,1,1,828,0.0
7652,20,84,84,829,11.661903789690601
7656,3,3,3,833,1.4142135623730951
7657,25,73,67,830,10.295630140987
7658,10,29,29,830,6.082762530298219
7660,8,19,19,831,5.385164807134504
7663,2,2,2,833,1.0
7665,10,25,25,828,5.385164807134504
7670,1,1,1,832,0.0
7672,4,4,4,834,3.0
7674,6,12,12,836,3.1622776601683795
7675,23,92,92,830,10.04987562112089
7679,5,9,9,834,3.1622776601683795
7682,27,128,128,828,11.704699910719626
7683,28,86,86,824,9.486832980505138
7685,24,90,90,819,12.806248474865697
7687,14,64,36,818,5.830951894845301
7688,1,1,1,819,0.0
7689,10,14,14,818,6.082762530298219
7694,6,17,13,818,3.0
7695,38,122,108,818,10.816653826391969
7696,1,1,1,819,0.0
7697,21,68,48,820,11.661903789690601
7698,8,14,10,821,2.8284271247461903
7699,1,1,1,822,0.0
7700,12,35,35,823,5.830951894845301
7705,27,138,136,824,10.816653826391969
7706,16,77,77,825,11.180339887498949
7707,2,3,3,826,1.0
7708,2,2,2,825,1.0
7711,11,41,25,821,6.4031242374328485
7713,22,45,45,822,8.94427190999916
7715,5,8,8,824,3.1622776601683795
7717,7,15,15,820,4.123105625617661
7718,11,33,25,819,5.0
7719,40,171,113,815,14.866068747318506
7722,14,46,34,818,5.0
7723,15,34,34,819,5.656854249492381
7726,5,8,8,819,2.8284271247461903
7731,11,34,34,824,5.385164807134504
7735,19,48,48,819,7.280109889280518
7739,14,26,26,823,5.830951894845301
7740,5,8,8,822,3.1622776601683795
7743,7,13,13,822,4.0
7744,3,4,4,821,1.4142135623730951
7750,32,97,97,819,11.40175425099138
7753,20,113,69,816,10.295630140987
7754,6,8,8,817,3.1622776601683795
7757,2,2,2,819,1.0
7762,6,12,10,824,2.23606797749979
7765,5,8,8,822,4.0
7767,20,62,62,824,9.055385138137417
7769,3,3,3,826,1.4142135623730951
7770,1,1,1,827,0.0
7774,15,43,39,827,8.06225774829855
7777,18,64,58,824,11.313708498984761
7780,1,1,1,826,0.0
7782,18,67,67,828,9.899494936611665
7783,31,121,81,829,10.295630140987
7786,4,4,4,832,1.4142135623730951
7787,3,3,3,831,1.4142135623730951
7789,3,3,3,833,1.4142135623730951
7791,42,120,120,831,16.0
7792,20,35,35,831,8.06225774829855
7793,15,71,31,826,6.4031242374328485
7795,10,31,23,823,6.082762530298219
7798,5,10,10,826,3.1622776601683795
7801,2,2,2,829,1.0
7805,1,1,1,833,0.0
7809,6,19,13,835,3.1622776601683795
7810,5,8,8,836,3.0
7811,16,52,52,827,7.810249675906654
7813,1,1,1,829,0.0
7817,1,1,1,833,0.0
7819,37,94,94,833,15.811388300841896
7820,12,35,25,833,6.4031242374328485
7823,8,11,11,836,4.123105625617661
7826,4,8,8,837,2.23606797749979
7828,1,1,1,838,0.0
7829,2,2,2,839,1.0
7830,13,28,28,840,7.615773105863909
7831,6,20,20,838,3.605551275463989
7832,48,123,123,831,18.867962264113206
7835,40,191,83,828,10.198039027185569
7836,1,1,1,829,0.0
7839,3,4,4,830,1.4142135623730951
7844,23,113,26,831,8.06225774829855
7846,1,1,1,833,0.0
7847,5,5,5,834,2.23606797749979
7848,10,15,15,835,5.0
7849,41,147,147,824,17.0
7852,8,15,15,827,4.123105625617661
7853,37,89,85,828,11.40175425099138
7854,3,3,3,826,1.4142135623730951
7855,13,53,53,823,9.0
7858,24,83,83,823,12.165525060596439
7862,1,1,1,827,0.0
7863,9,13,13,828,2.23606797749979
7865,18,59,59,828,13.601470508735444
7866,7,22,22,825,3.605551275463989
7872,8,18,18,831,5.0
7874,12,30,30,833,5.0
7875,18,62,56,834,13.152946437965905
7880,37,189,72,824,10.63014581273465
7881,4,4,4,825,2.23606797749979
7886,3,5,5,829,2.0
7890,7,14,14,832,2.8284271247461903
7892,33,154,148,826,12.649110640673518
7894,9,19,19,828,5.656854249492381
7896,2,2,2,830,1.0
7897,9,22,22,829,4.123105625617661
7901,57,213,99,826,15.620499351813308
7902,5,8,8,827,3.1622776601683795
7905,4,6,6,827,2.23606797749979
7906,12,42,26,825,7.615773105863909
7910,12,37,31,823,6.0
7912,3,5,5,825,2.0
7914,1,1,1,826,0.0
7918,2,2,2,829,1.0
7920,20,86,82,822,9.848857801796104
7922,2,3,3,824,1.0
7924,39,120,92,821,12.0
7926,3,3,3,823,1.4142135623730951
7927,6,6,6,824,4.123105625617661
7929,8,12,12,826,4.47213595499958
7931,5,10,10,827,2.8284271247461903
7933,2,2,2,829,1.0
7935,9,17,17,831,5.0
7936,7,16,16,826,3.605551275463989
7938,3,5,5,828,1.4142135623730951
7940,24,133,67,825,10.0
7941,1,1,1,825,0.0
7943,13,31,31,823,5.656854249492381
7945,3,3,3,825,1.4142135623730951
7947,5,8,8,822,3.1622776601683795
7950,6,7,7,825,4.123105625617661
7951,6,10,10,826,3.605551275463989
7952,4,5,5,827,2.23606797749979
7953,3,4,4,828,1.4142135623730951
7954,5,8,8,827,2.23606797749979
7957,35,91,91,823,12.083045973594572
7958,1,1,1,823,0.0
7959,4,6,6,822,2.23606797749979
7962,14,43,43,823,5.830951894845301
7963,23,121,121,818,13.038404810405298
7964,15,34,34,819,7.0710678118654755
7968,2,2,2,822,1.0
7969,5,10,10,819,2.23606797749979
7970,14,24,24,817,5.385164807134504
7971,5,10,8,814,2.23606797749979
7972,10,28,26,815,5.0
7973,2,2,2,816,1.0
7974,12,46,46,817,6.4031242374328485
7976,60,245,197,809,13.038404810405298
7978,8,12,12,811,2.8284271247461903
7979,13,21,21,812,5.0
7980,6,11,11,811,3.605551275463989
7981,4,5,5,812,3.0
7982,2,2,2,812,1.0
7986,15,32,32,812,9.055385138137417
7988,15,49,31,808,5.0990195135927845
7991,12,31,31,811,8.06225774829855
7995,1,1,1,815,0.0
7997,5,5,5,814,2.8284271247461903
7998,32,87,85,815,12.206555615733702
7999,4,4,4,816,2.23606797749979
8000,34,86,86,813,10.816653826391969
8003,11,26,26,816,5.385164807134504
8006,2,2,2,816,1.0
8008,24,67,67,815,11.180339887498949
8012,9,27,21,816,4.123105625617661
8017,4,5,5,818,2.23606797749979
8018,13,31,31,816,5.830951894845301
8021,3,4,4,819,2.0
8037,5,6,6,833,2.8284271247461903
8044,11,25,17,836,3.605551275463989
8045,1,1,1,836,0.0
8046,62,585,110,805,15.556349186104045
8052,3,3,3,811,1.4142135623730951
8054,15,50,50,807,7.615773105863909
8055,21,59,55,806,11.045361017187261
8060,15,32,32,808,6.324555320336759
8063,2,4,4,811,1.0
8065,6,8,8,810,2.8284271247461903
8068,4,5,5,813,2.23606797749979
8071,1,1,1,815,0.0
8074,16,77,77,814,11.180339887498949
8075,21,194,63,811,10.04987562112089
8076,4,4,4,812,2.23606797749979
8077,43,256,78,806,11.40175425099138
8082,5,7,7,811,2.8284271247461903
8083,3,4,4,812,1.4142135623730951
8084,41,86,86,812,9.486832980505138
8087,1,1,1,815,0.0
8091,13,37,33,815,5.0990195135927845
8094,1,1,1,817,0.0
8097,5,9,9,818,2.8284271247461903
8098,17,31,31,817,5.0990195135927845
8101,15,22,20,820,4.47213595499958
8102,1,1,1,820,0.0
8105,2,2,2,823,1.0
8108,1,1,1,826,0.0
8109,22,50,50,822,9.899494936611665
8110,6,16,10,823,2.23606797749979
8113,29,103,95,822,14.317821063276353
8115,1,1,1,822,0.0
8116,7,9,9,819,3.1622776601683795
8117,2,2,2,819,1.0
8118,12,29,23,815,5.0990195135927845
8119,3,3,3,816,1.4142135623730951
8120,31,147,81,811,12.529964086141668
8121,1,1,1,812,0.0
8127,8,8,8,815,5.0
8128,34,302,96,803,12.206555615733702
8129,3,4,4,804,2.0
8134,7,11,11,809,4.242640687119285
8137,8,13,13,808,3.605551275463989
8139,20,86,86,809,9.055385138137417
8140,9,15,15,807,3.605551275463989
8144,20,47,47,811,12.806248474865697
8148,2,2,2,815,1.0
8149,9,12,12,814,2.8284271247461903
8155,2,4,4,819,1.0
8156,19,63,63,816,10.44030650891055
8159,7,18,12,818,3.1622776601683795
8167,46,175,175,817,17.0
8168,36,73,69,818,12.649110640673518
8173,4,4,4,823,1.4142135623730951
8176,20,59,59,826,10.04987562112089
8177,5,10,10,823,3.1622776601683795
8180,11,28,28,820,6.324555320336759
8181,1,1,1,820,0.0
8184,48,137,119,821,13.892443989449804
8185,2,2,2,822,1.0
8190,1,1,1,827,0.0
8191,20,53,39,828,8.06225774829855
8192,11,18,16,825,3.605551275463989
8194,11,20,20,822,7.0710678118654755
8195,13,24,24,820,6.4031242374328485
8196,1,1,1,821,0.0
8198,1,1,1,823,0.0
8199,5,7,7,824,2.8284271247461903
8200,2,2,2,823,1.0
8201,20,77,77,817,9.433981132056603
8202,2,3,3,818,1.0
8204,17,71,71,817,8.246211251235321
8209,6,10,10,816,4.123105625617661
8210,11,20,20,812,5.385164807134504
8218,35,206,206,816,17.204650534085253
8222,7,10,10,819,4.242640687119285
8226,6,6,6,823,3.605551275463989
8229,11,27,13,823,3.0
8230,4,11,11,824,3.0
8231,3,6,6,825,2.0
8232,1,1,1,826,0.0
8234,1,1,1,827,0.0
8235,35,204,192,819,13.152946437965905
8236,7,11,11,818,4.242640687119285
8237,41,204,96,803,10.816653826391969
8239,50,151,151,805,14.142135623730951
8240,9,12,12,804,6.082762530298219
8241,4,4,4,805,1.4142135623730951
8243,5,15,13,805,3.1622776601683795
8244,19,37,37,806,5.830951894845301
8246,9,20,20,806,4.47213595499958
8247,20,60,60,807,9.486832980505138
8248,5,6,6,808,1.4142135623730951
8263,4,4,4,823,2.23606797749979
8264,1,1,1,824,0.0
8265,4,4,4,824,2.23606797749979
